paper_id,doi,publication_year,author_position,author_name,orcid,institutions,institution_countries,institution_rors
W4416543192,10.1016/j.chb.2025.108862,2025,middle,Stefanie Scholten,,Utrecht University,NL,04pp8hn57
W4416543192,10.1016/j.chb.2025.108862,2025,middle,Bente van Thuil,,Utrecht University,NL,04pp8hn57
W4416543192,10.1016/j.chb.2025.108862,2025,middle,Hedderik van Rijn,0000-0002-0461-9850,XLAB (Slovenia); University of Groningen,SI; NL,04xa5qt51; 012p63287
W4416543192,10.1016/j.chb.2025.108862,2025,middle,Tamara van Gog,0000-0003-3766-6255,Utrecht University,NL,04pp8hn57
W4416543192,10.1016/j.chb.2025.108862,2025,last,M. van der Velde,0000-0003-4849-2676,XLAB (Slovenia); University of Groningen,SI; NL,04xa5qt51; 012p63287
W4416553991,10.1093/nc/niaf045,2025,first,Anikó Kusztor,0000-0002-4321-7192,Monash University,AU,02bfwt286
W4416553991,10.1093/nc/niaf045,2025,middle,Nirmitee Mulay,,"Indian Institute of Science Education and Research Kolkata; University of the Basque Country; Basque Center on Cognition, Brain and Language",IN; ES; ES,00djv2c17; 000xsnr85; 01a28zg77
W4416553991,10.1093/nc/niaf045,2025,middle,Makiko Yamada,,Chiba University; Tohoku University; National Institutes for Quantum Science and Technology,JP; JP; JP,01hjzeq58; 01dq60k83; 020rbyg91
W4416553991,10.1093/nc/niaf045,2025,middle,Jakob Hohwy,0000-0003-3906-3060,Monash University,AU,02bfwt286
W4416553991,10.1093/nc/niaf045,2025,last,Naotsugu Tsuchiya,0000-0003-4216-8701,Kyoto Seika University; Monash University; National Institute of Information and Communications Technology,JP; AU; JP,05g4f0342; 02bfwt286; 016bgq349
W4416570879,10.1017/s1366728925100801,2025,first,Taketo Nishide,0009-0005-3990-5805,The University of Melbourne,AU,01ej9dk98
W4416570879,10.1017/s1366728925100801,2025,middle,Helen Zhao,0000-0002-3969-8501,The University of Melbourne,AU,01ej9dk98
W4416570879,10.1017/s1366728925100801,2025,last,Simon De Deyne,0000-0002-7899-6210,The University of Melbourne; Melbourne Health,AU; AU,01ej9dk98; 04z4kmw33
W4416587977,10.3758/s13428-025-02901-1,2025,first,Madeline Jarvis,,Queensland University of Technology,AU,03pnv4752
W4416587977,10.3758/s13428-025-02901-1,2025,middle,Adam Vasarhelyi,,Queensland University of Technology,AU,03pnv4752
W4416587977,10.3758/s13428-025-02901-1,2025,middle,JANE ANDERSON,0000-0001-6925-9975,Queensland University of Technology,AU,03pnv4752
W4416587977,10.3758/s13428-025-02901-1,2025,middle,Caitlyn Mulley,,Queensland University of Technology,AU,03pnv4752
W4416587977,10.3758/s13428-025-02901-1,2025,middle,Ottmar V. Lipp,0000-0001-6734-8608,Queensland University of Technology,AU,03pnv4752
W4416587977,10.3758/s13428-025-02901-1,2025,last,Luke J. Ney,0000-0003-0209-8366,Queensland University of Technology,AU,03pnv4752
W4416609129,10.48550/arxiv.2505.23137,2025,first,Yuval Samoilov-Kats,,,,
W4416609129,10.48550/arxiv.2505.23137,2025,middle,Matan Ben Noach,,,,
W4416609129,10.48550/arxiv.2505.23137,2025,middle,"Beer, Noam",,,,
W4416609129,10.48550/arxiv.2505.23137,2025,middle,Yuval Efrati,,,,
W4416609129,10.48550/arxiv.2505.23137,2025,last,Adam Zaidel,0000-0003-4405-8717,,,
W4416614764,10.5256/f1000research.135239.r141469,2022,first,Michiko Asano,0000-0001-8362-9311,,,
W4416617920,10.5256/f1000research.122814.r134537,2022,first,Tzvi Ganel,0000-0003-0658-0598,,,
W4416661378,10.1098/rsos.251758,2025,first,Péter Szécsi,0000-0001-9156-1337,"Eötvös Loránd University; Czech Academy of Sciences, Institute of Psychology",HU; CZ,01jsq2704; 03aba6h29
W4416661378,10.1098/rsos.251758,2025,middle,Miklos Bognar,0000-0003-3303-9852,"Eötvös Loránd University; Czech Academy of Sciences, Institute of Psychology",HU; CZ,01jsq2704; 03aba6h29
W4416661378,10.1098/rsos.251758,2025,last,Barnabás Szászi,0000-0001-7078-2712,"Eötvös Loránd University; Corvinus University of Budapest; Czech Academy of Sciences, Institute of Psychology",HU; HU; CZ,01jsq2704; 01vxfm326; 03aba6h29
W4416711854,10.2196/65867,2025,first,Maximilian Blomberg,0000-0003-2497-0864,University of Münster; University of Göttingen,DE; DE,00pd74e08; 01y9bpm73
W4416711854,10.2196/65867,2025,middle,Lisa Oberender,0009-0002-5005-2653,University of Göttingen,DE,01y9bpm73
W4416711854,10.2196/65867,2025,middle,Ernst H. W. Koster,0000-0003-0792-476X,Ghent University,BE,00cv9y106
W4416711854,10.2196/65867,2025,last,Timo Brockmeyer,0000-0003-2544-7610,University of Münster; University of Göttingen,DE; DE,00pd74e08; 01y9bpm73
W4416756091,10.1016/j.abrep.2025.100645,2025,first,Ong George Ngieng,,Monash University,AU,02bfwt286
W4416756091,10.1016/j.abrep.2025.100645,2025,middle,Lucy Albertella,0000-0001-5232-6414,Monash University,AU,02bfwt286
W4416756091,10.1016/j.abrep.2025.100645,2025,middle,Ty Hayes,0009-0002-3480-5213,University of Warwick,GB,01a77tt86
W4416756091,10.1016/j.abrep.2025.100645,2025,middle,Antonio Verdejo‐García,0000-0001-8874-9339,Monash University,AU,02bfwt286
W4416756091,10.1016/j.abrep.2025.100645,2025,middle,Lukasz Walasek,0000-0002-7360-0037,University of Warwick,GB,01a77tt86
W4416756091,10.1016/j.abrep.2025.100645,2025,middle,Elliot A. Ludvig,0000-0002-0031-6713,University of Warwick,GB,01a77tt86
W4416756091,10.1016/j.abrep.2025.100645,2025,last,Daniel Bennett,0000-0001-6608-9026,The University of Melbourne; Monash University,AU; AU,01ej9dk98; 02bfwt286
W4416786581,10.1111/cogs.70139,2025,first,Annie Holtz,0000-0002-4325-9931,Center for Applied Linguistics; Language Science (South Korea),US; KR,020pekv35; 01h9v1373
W4416786581,10.1111/cogs.70139,2025,middle,Simon Kirby,0000-0002-6496-1340,Center for Applied Linguistics; Language Science (South Korea),US; KR,020pekv35; 01h9v1373
W4416786581,10.1111/cogs.70139,2025,last,Jennifer Culbertson,0000-0002-1737-6296,Center for Applied Linguistics; Language Science (South Korea),US; KR,020pekv35; 01h9v1373
W4416828921,10.1016/j.heliyon.2025.e44279,2025,first,Carolina Maria Oletto,0000-0002-8153-982X,University of Padua,IT,00240q980
W4416828921,10.1016/j.heliyon.2025.e44279,2025,middle,Giulio Contemori,0000-0002-1873-1472,University of Padua,IT,00240q980
W4416828921,10.1016/j.heliyon.2025.e44279,2025,middle,Roberta Cessa,0009-0001-8983-3513,University of Padua,IT,00240q980
W4416828921,10.1016/j.heliyon.2025.e44279,2025,middle,Luca Battaglini,0000-0002-5187-9225,University of Padua,IT,00240q980
W4416828921,10.1016/j.heliyon.2025.e44279,2025,last,Marco Bertamini,0000-0001-8617-6864,University of Padua,IT,00240q980
W4416839042,10.3389/fpsyg.2025.1685223,2025,first,Damien Schnebelen,,Université Gustave Eiffel,FR,03x42jk29
W4416839042,10.3389/fpsyg.2025.1685223,2025,middle,Franck Mars,0000-0002-4140-0049,École Centrale de Nantes; Centre National de la Recherche Scientifique; Laboratoire des Sciences du Numérique de Nantes; Nantes Université,FR; FR; FR; FR,03nh7d505; 02feahw73; 02snf8m58; 03gnr7b55
W4416839042,10.3389/fpsyg.2025.1685223,2025,middle,Camilo Charron,0000-0002-6982-6375,École Centrale de Nantes; Centre National de la Recherche Scientifique; Université Rennes 2; Laboratoire des Sciences du Numérique de Nantes; Université de Rennes; Nantes Université,FR; FR; FR; FR; FR; FR,03nh7d505; 02feahw73; 01m84wm78; 02snf8m58; 015m7wh34; 03gnr7b55
W4416839042,10.3389/fpsyg.2025.1685223,2025,middle,Sami Mecheri,0000-0001-8267-3548,Laboratoire de Neurosciences Cognitives; Institut de Médecine Tropicale du Service de Santé des Armées,FR; FR,02dg3n954; 03px2kh57
W4416839042,10.3389/fpsyg.2025.1685223,2025,last,Régis Lobjois,0000-0003-0997-4066,Université Gustave Eiffel,FR,03x42jk29
W4416844253,10.1080/23273798.2025.2587157,2025,first,Roberto Petrosino,0000-0002-8502-3070,New York University Abu Dhabi; New York University,AE; US,00e5k0821; 0190ak572
W4416844253,10.1080/23273798.2025.2587157,2025,last,Diogo Almeida,0000-0003-4674-8092,New York University Abu Dhabi; New York University,AE; US,00e5k0821; 0190ak572
W4416889388,10.1525/collabra.147282,2025,first,Hiyori Kuge,,Kyushu University; Fukuoka University,JP; JP,00p4k0j84; 04nt8b154
W4416889388,10.1525/collabra.147282,2025,middle,Kai Otsubo,0009-0004-4805-4726,Kyushu University; Bunkyo University; Japan Society for the Promotion of Science; Fukuoka University; The University of Tokyo,JP; JP; JP; JP; JP,00p4k0j84; 053h75930; 00hhkn466; 04nt8b154; 057zh3y96
W4416889388,10.1525/collabra.147282,2025,middle,Kaede Hattori,,Kyushu University; Fukuoka University,JP; JP,00p4k0j84; 04nt8b154
W4416889388,10.1525/collabra.147282,2025,middle,Mai Urakawa,,Kyushu University; Fukuoka University,JP; JP,00p4k0j84; 04nt8b154
W4416889388,10.1525/collabra.147282,2025,last,Yuki Yamada,0000-0003-1431-568X,Kyushu University; Fukuoka University,JP; JP,00p4k0j84; 04nt8b154
W4416894021,10.1017/s1366728925100655,2025,first,Yajun Liu,0009-0007-5903-5960,University of Edinburgh,GB,01nrxwf90
W4416894021,10.1017/s1366728925100655,2025,middle,Antonella Sorace,0000-0002-8812-1979,University of Edinburgh,GB,01nrxwf90
W4416894021,10.1017/s1366728925100655,2025,last,Kenny Smith,0000-0002-4530-6914,University of Edinburgh,GB,01nrxwf90
W4416917945,10.1002/9781405198431.wbeal1275.pub2,2025,first,Tatsuya Nakata,0000-0002-1152-653X,,,
W4416917945,10.1002/9781405198431.wbeal1275.pub2,2025,last,Darcey Barge,,,,
W4416920653,10.3758/s13414-025-03171-x,2025,first,Anna K. Lawrance,0009-0002-9457-6600,University of Victoria,CA,04s5mat29
W4416920653,10.3758/s13414-025-03171-x,2025,middle,Nicholas J Argument,,University of Victoria,CA,04s5mat29
W4416920653,10.3758/s13414-025-03171-x,2025,middle,Katelyn Forner,,University of Victoria,CA,04s5mat29
W4416920653,10.3758/s13414-025-03171-x,2025,middle,Eric Y. Mah,0000-0001-5730-6498,University of Victoria,CA,04s5mat29
W4416920653,10.3758/s13414-025-03171-x,2025,last,James W. Tanaka,0000-0001-6559-0388,University of Victoria,CA,04s5mat29
W4416922379,10.1109/tvcg.2025.3634775,2025,first,Halle C. Braun,,University of Wisconsin–Madison,US,01y2jtd41
W4416922379,10.1109/tvcg.2025.3634775,2025,middle,Kushin Mukherjee,0000-0001-5013-6983,Stanford University,US,00f54p054
W4416922379,10.1109/tvcg.2025.3634775,2025,middle,Seth R. Gorelik,0000-0002-9186-1767,Woodwell Climate Research Center,US,04cvvej54
W4416922379,10.1109/tvcg.2025.3634775,2025,last,Karen B. Schloss,0000-0003-4833-4117,University of Wisconsin System; University of Wisconsin–Madison,US; US,03ydkyb10; 01y2jtd41
W4416938494,10.1016/j.neuropsychologia.2025.109341,2025,first,Lilian Azer,0000-0002-7903-6641,"University of California, Irvine",US,04gyf1771
W4416938494,10.1016/j.neuropsychologia.2025.109341,2025,middle,Casey R. Vanderlip,0000-0002-8233-5829,"University of California, Irvine",US,04gyf1771
W4416938494,10.1016/j.neuropsychologia.2025.109341,2025,middle,Lizabeth L Mayer,,"University of California, Irvine",US,04gyf1771
W4416938494,10.1016/j.neuropsychologia.2025.109341,2025,middle,Luke Ehlert,,"University of California, Irvine",US,04gyf1771
W4416938494,10.1016/j.neuropsychologia.2025.109341,2025,middle,David L. Sultzer,0009-0006-5264-5611,"University of California, Irvine",US,04gyf1771
W4416938494,10.1016/j.neuropsychologia.2025.109341,2025,middle,Hye‐Won Shin,0000-0002-0080-2586,"University of California, Irvine",US,04gyf1771
W4416938494,10.1016/j.neuropsychologia.2025.109341,2025,last,Craig E.L. Stark,0000-0002-9334-8502,"University of California, Irvine",US,04gyf1771
W4416959320,10.1016/j.chb.2025.108878,2025,first,Krisztina Berta,,Eötvös Loránd University; Institute of Cognitive Neuroscience and Psychology; HUN-REN Research Centre for Natural Sciences,HU; HU; HU,01jsq2704; 04q42nz13; 03zwxja46
W4416959320,10.1016/j.chb.2025.108878,2025,middle,Zsuzsanna Viktória Pesthy,,Eötvös Loránd University; Institute of Cognitive Neuroscience and Psychology; HUN-REN Research Centre for Natural Sciences,HU; HU; HU,01jsq2704; 04q42nz13; 03zwxja46
W4416959320,10.1016/j.chb.2025.108878,2025,middle,Teodóra Vékony,0000-0002-8620-5685,Universidad de Las Palmas de Gran Canaria,ES,01teme464
W4416959320,10.1016/j.chb.2025.108878,2025,middle,Bence Csaba Farkas,0000-0003-1815-5054,Inserm; Université de Versailles Saint-Quentin-en-Yvelines; Université Paris-Saclay; Centre de recherche en Epidémiologie et Santé des Populations; Direction Générale de l'Armement,FR; FR; FR; FR; FR,02vjkv261; 03mkjjy25; 03xjwb503; 01ed4t417; 04wsqd844
W4416959320,10.1016/j.chb.2025.108878,2025,middle,Orsolya Király,0000-0001-9981-4212,Eötvös Loránd University; University of Gibraltar,HU; ,01jsq2704; 057a6gk14
W4416959320,10.1016/j.chb.2025.108878,2025,middle,Zsolt Demetrovics,0000-0001-5604-7551,Eötvös Loránd University; Flinders University; University of Gibraltar,HU; AU; ,01jsq2704; 01kpzv902; 057a6gk14
W4416959320,10.1016/j.chb.2025.108878,2025,middle,Dezső Németh,0000-0002-9629-5856,Université Claude Bernard Lyon 1; Eötvös Loránd University; Universidad de Las Palmas de Gran Canaria; Centre National de la Recherche Scientifique; Inserm; Centre de Recherche en Neurosciences de Lyon; Institute of Cognitive Neuroscience and Psychology; HUN-REN Research Centre for Natural Sciences,FR; HU; ES; FR; FR; FR; HU; HU,029brtt94; 01jsq2704; 01teme464; 02feahw73; 02vjkv261; 00pdd0432; 04q42nz13; 03zwxja46
W4416959320,10.1016/j.chb.2025.108878,2025,last,Bernadette Kun,0000-0003-1609-2977,Eötvös Loránd University,HU,01jsq2704
W4417031673,10.1038/s41562-025-02345-9,2025,first,David Rosé,0000-0003-4035-4922,Stanford University,US,00f54p054
W4417031673,10.1038/s41562-025-02345-9,2025,middle,Siying Zhang,,University of Washington,US,00cvxb145
W4417031673,10.1038/s41562-025-02345-9,2025,middle,Shaun Nichols,0000-0002-9447-5618,Cornell University,US,05bnh6r87
W4417031673,10.1038/s41562-025-02345-9,2025,middle,Ellen M. Markman,0000-0002-2405-5933,Stanford University,US,00f54p054
W4417031673,10.1038/s41562-025-02345-9,2025,last,Tobias Gerstenberg,0000-0002-9162-0779,Stanford University,US,00f54p054
W4417066205,10.1016/j.appet.2025.108412,2025,first,Rebecca L. Elsworth,0000-0002-8671-3145,At Bristol; University of Bristol,GB; GB,039fp5n52; 0524sp257
W4417066205,10.1016/j.appet.2025.108412,2025,middle,Elanor C. Hinton,0000-0003-2793-8552,University Hospitals Bristol NHS Foundation Trust; University of Bristol; NIHR Bristol Biomedical Research Centre,GB; GB; GB,04nm1cv11; 0524sp257; 02mtt1z51
W4417066205,10.1016/j.appet.2025.108412,2025,middle,Julian Hamilton‐Shield,0000-0003-2601-7575,University Hospitals Bristol NHS Foundation Trust; University of Bristol; NIHR Bristol Biomedical Research Centre,GB; GB; GB,04nm1cv11; 0524sp257; 02mtt1z51
W4417066205,10.1016/j.appet.2025.108412,2025,middle,Natalia Lawrence,0000-0003-1969-6637,University of Exeter,GB,03yghzc09
W4417066205,10.1016/j.appet.2025.108412,2025,last,Jeffrey M. Brunstrom,0000-0003-4657-7799,University Hospitals Bristol NHS Foundation Trust,GB,04nm1cv11
W4417066420,10.1016/j.brat.2025.104939,2025,first,Jessica C. Lee,0000-0003-4253-2008,The University of Sydney; UNSW Sydney,AU; AU,0384j8v12; 03r8z3t63
W4417066420,10.1016/j.brat.2025.104939,2025,middle,Tracy Dang,,The University of Sydney,AU,0384j8v12
W4417066420,10.1016/j.brat.2025.104939,2025,last,J. Collins,,The University of Sydney,AU,0384j8v12
W4417068135,10.1080/10888438.2025.2595984,2025,first,Alexia Antzaka,0000-0002-3975-1122,"Basque Center on Cognition, Brain and Language; Universidad Internacional De La Rioja",ES; ES,01a28zg77; 029gnnp81
W4417068135,10.1080/10888438.2025.2595984,2025,middle,Tianjiao Li,0000-0002-3909-4433,"Basque Center on Cognition, Brain and Language",ES,01a28zg77
W4417068135,10.1080/10888438.2025.2595984,2025,middle,Mina Jevtović,0000-0001-6158-5936,"Basque Center on Cognition, Brain and Language",ES,01a28zg77
W4417068135,10.1080/10888438.2025.2595984,2025,last,Clara D. Martin,0000-0003-2701-5045,"Ikerbasque; Basque Center on Cognition, Brain and Language",ES; ES,01cc3fy72; 01a28zg77
W4417092748,10.48550/arxiv.2505.10718,2025,first,Siddharth Suresh,0000-0002-4501-8779,,,
W4417092748,10.48550/arxiv.2505.10718,2025,middle,Kushin Mukherjee,0000-0001-5013-6983,,,
W4417092748,10.48550/arxiv.2505.10718,2025,middle,Tyler Giallanza,0000-0002-2241-9369,,,
W4417092748,10.48550/arxiv.2505.10718,2025,middle,Xizheng Yu,,,,
W4417092748,10.48550/arxiv.2505.10718,2025,middle,"Patil, Mia",,,,
W4417092748,10.48550/arxiv.2505.10718,2025,middle,Jonathan Cohen,0000-0001-7278-798X,,,
W4417092748,10.48550/arxiv.2505.10718,2025,last,Timothy T. Rogers,0000-0001-6304-755X,,,
W4417095781,10.18653/v1/2026.findings-acl.504,2026,first,Zory Zhang,0009-0009-7858-2876,,,
W4417095781,10.18653/v1/2026.findings-acl.504,2026,middle,Pinyuan Feng,0000-0001-6855-0322,,,
W4417095781,10.18653/v1/2026.findings-acl.504,2026,middle,Bingyang Wang,0009-0000-0249-5375,,,
W4417095781,10.18653/v1/2026.findings-acl.504,2026,middle,Tong Zhao,0009-0003-4458-2436,,,
W4417095781,10.18653/v1/2026.findings-acl.504,2026,middle,Suyang Yu,,,,
W4417095781,10.18653/v1/2026.findings-acl.504,2026,middle,Qingying Gao,,,,
W4417095781,10.18653/v1/2026.findings-acl.504,2026,middle,Hokin Deng,,,,
W4417095781,10.18653/v1/2026.findings-acl.504,2026,middle,Ziqiao Ma,,,,
W4417095781,10.18653/v1/2026.findings-acl.504,2026,middle,Yun Li,0000-0002-6575-1839,,,
W4417095781,10.18653/v1/2026.findings-acl.504,2026,last,Dezhi Luo,,,,
W4417118398,10.1111/psyp.70182,2025,first,Kaoru Nashiro,0000-0002-8227-4712,University of Southern California,US,03taz7m60
W4417118398,10.1111/psyp.70182,2025,middle,B. Rael Cahn,0000-0003-1949-0647,University of Southern California,US,03taz7m60
W4417118398,10.1111/psyp.70182,2025,middle,Paul D. Choi,,University of Southern California,US,03taz7m60
W4417118398,10.1111/psyp.70182,2025,middle,Hye Rynn J. Lee,,University of Southern California,US,03taz7m60
W4417118398,10.1111/psyp.70182,2025,middle,Shaakhini Satchi,,University of Southern California,US,03taz7m60
W4417118398,10.1111/psyp.70182,2025,middle,Jungwon Min,0000-0002-5518-9782,University of Southern California,US,03taz7m60
W4417118398,10.1111/psyp.70182,2025,middle,Hyun Joo Yoo,0000-0002-5468-8168,University of Southern California,US,03taz7m60
W4417118398,10.1111/psyp.70182,2025,middle,Christine Cho,0000-0003-0855-1811,University of Southern California,US,03taz7m60
W4417118398,10.1111/psyp.70182,2025,middle,Noah Mercer,,University of Southern California,US,03taz7m60
W4417118398,10.1111/psyp.70182,2025,middle,Lorena Sordo,0000-0002-7016-6706,"University of California, Irvine",US,04gyf1771
W4417118398,10.1111/psyp.70182,2025,middle,Elizabeth Head,0000-0003-1115-6396,"University of California, Irvine",US,04gyf1771
W4417118398,10.1111/psyp.70182,2025,middle,Jeiran Choupan,0000-0002-4760-7796,University of Southern California,US,03taz7m60
W4417118398,10.1111/psyp.70182,2025,last,Mara Mather,,University of Southern California,US,03taz7m60
W4417136760,10.1016/j.jecp.2025.106414,2025,first,Hyekyung Park,0000-0003-0021-0019,Indiana University Bloomington,US,02k40bc56
W4417136760,10.1016/j.jecp.2025.106414,2025,last,John E. Opfer,0000-0001-8406-3196,The Ohio State University,US,00rs6vg23
W4417153041,10.3758/s13414-025-03183-7,2025,first,Jiaxuan Teng,,University of Arizona,US,03m2x1q45
W4417153041,10.3758/s13414-025-03183-7,2025,last,Eve A. Isham,0000-0002-1286-3327,University of Arizona,US,03m2x1q45
W4417209520,10.3758/s13428-025-02889-8,2025,first,Leonardo Pettini,,Humboldt-Universität zu Berlin; Max Planck Institute for Human Cognitive and Brain Sciences; Bernstein Center for Computational Neuroscience Berlin,DE; DE; DE,01hcx6992; 0387jng26; 05ewdps05
W4417209520,10.3758/s13428-025-02889-8,2025,middle,Carsten Bogler,0000-0003-0162-6016,Max Planck Institute for Human Cognitive and Brain Sciences,DE,0387jng26
W4417209520,10.3758/s13428-025-02889-8,2025,middle,Christian F. Doeller,0000-0003-4120-4600,Norwegian University of Science and Technology; Humboldt-Universität zu Berlin; Max Planck Institute for Human Cognitive and Brain Sciences; Kavli Institute for Systems Neuroscience,NO; DE; DE; NO,05xg72x27; 01hcx6992; 0387jng26; 01tvrq624
W4417209520,10.3758/s13428-025-02889-8,2025,last,John­–Dylan Haynes,0000-0003-1786-6954,Humboldt-Universität zu Berlin; Max Planck Institute for Human Cognitive and Brain Sciences; Bernstein Center for Computational Neuroscience Berlin; Technische Universität Berlin; Charité - Universitätsmedizin Berlin,DE; DE; DE; DE; DE,01hcx6992; 0387jng26; 05ewdps05; 03v4gjf40; 001w7jn25
W4417250625,10.48550/arxiv.2504.07670,2025,first,Anne-Sofie Maerten,0000-0003-2710-0936,,,
W4417250625,10.48550/arxiv.2504.07670,2025,middle,Li-Wei Chen,0009-0003-3116-5836,,,
W4417250625,10.48550/arxiv.2504.07670,2025,middle,Stefanie De Winter,0000-0002-7551-2444,,,
W4417250625,10.48550/arxiv.2504.07670,2025,middle,Christophe Bossens,,,,
W4417250625,10.48550/arxiv.2504.07670,2025,last,Johan Wagemans,0000-0002-7970-1541,,,
W4417274994,10.1111/cogs.70151,2025,first,Andrew Wang,0000-0002-0459-6206,The University of Melbourne,AU,01ej9dk98
W4417274994,10.1111/cogs.70151,2025,middle,Simon De Deyne,0000-0002-7899-6210,The University of Melbourne,AU,01ej9dk98
W4417274994,10.1111/cogs.70151,2025,middle,Meredith McKague,0000-0003-0610-0283,The University of Melbourne,AU,01ej9dk98
W4417274994,10.1111/cogs.70151,2025,last,Andrew Perfors,0000-0002-6976-0732,The University of Melbourne,AU,01ej9dk98
W4417296503,10.1016/j.jml.2025.104725,2025,first,Holger Mitterer,0000-0003-4318-0032,University of Malta,MT,03a62bv60
W4417296503,10.1016/j.jml.2025.104725,2025,middle,Sahyang Kim,,Hongik University,KR,00egdv862
W4417296503,10.1016/j.jml.2025.104725,2025,last,Taehong Cho,0000-0002-8148-745X,Hanyang University; Anyang University,KR; KR,046865y68; 018pdh902
W4417307630,10.4189/shes.23.135,2025,first,Siqi Zhu,,,,
W4417307630,10.4189/shes.23.135,2025,middle,Kyoshiro Sasaki,0000-0002-5496-3748,,,
W4417307630,10.4189/shes.23.135,2025,middle,Yue Jiang,0009-0009-8262-2850,,,
W4417307630,10.4189/shes.23.135,2025,middle,Kun Qian,0000-0002-0625-1834,,,
W4417307630,10.4189/shes.23.135,2025,last,Yuki Yamada,0000-0003-1431-568X,,,
W4417307795,10.1080/23273798.2025.2533864,2025,first,Audrey Bürki,0000-0002-1390-2826,University of Potsdam; University of Zurich; University of Lausanne,DE; CH; CH,03bnmw459; 02crff812; 019whta54
W4417313654,10.1016/j.cognition.2025.106388,2025,first,Alissa Melinger,0000-0003-0129-1068,University of Dundee,GB,03h2bxq36
W4417363248,10.1038/s44271-025-00360-0,2025,first,Connor Spiech,0000-0002-6690-2096,"Centre for Research on Brain Language and Music; Concordia University; International Laboratory for Brain, Music and Sound Research; Concordia University",CA; US; CA; CA,00t7fmg72; 04dwckp88; 05yfz9t60; 0420zvk78
W4417363248,10.1038/s44271-025-00360-0,2025,middle,Guilherme Schmidt Câmara,0000-0003-1041-7048,University of Oslo,NO,01xtthb56
W4417363248,10.1038/s44271-025-00360-0,2025,middle,Julian Fuhrer,0000-0001-6286-5614,University of Oslo,NO,01xtthb56
W4417363248,10.1038/s44271-025-00360-0,2025,last,Virginia B. Penhune,0000-0002-9475-5724,"Centre for Research on Brain Language and Music; International Laboratory for Brain, Music and Sound Research; Concordia University",CA; CA; CA,00t7fmg72; 05yfz9t60; 0420zvk78
W4417415907,10.1098/rsos.251741,2025,first,Georgia Punton,0000-0002-3182-1288,Durham University; Northumbria University,GB; GB,01v29qb04; 049e6bc10
W4417415907,10.1098/rsos.251741,2025,middle,David Smailes,0000-0002-0455-070X,Northumbria University,GB,049e6bc10
W4417415907,10.1098/rsos.251741,2025,middle,Kristofor McCarty,0000-0001-9189-1520,Northumbria University,GB,049e6bc10
W4417415907,10.1098/rsos.251741,2025,middle,Jason Ellis,0000-0002-8496-520X,Northumbria University,GB,049e6bc10
W4417415907,10.1098/rsos.251741,2025,last,Peter Moseley,0000-0002-9284-2509,Northumbria University,GB,049e6bc10
W4417520122,10.64898/2025.12.17.694673,2025,first,Andrey Chetverikov,0000-0003-2767-6310,University of Bergen,NO,03zga2b32
W4417520122,10.64898/2025.12.17.694673,2025,last,Sabrina Hansmann-Roth,0000-0002-2606-9095,University of Iceland,IS,01db6h964
W4417524880,10.1371/journal.pone.0338493,2025,first,Mei Yang,0009-0006-9714-2030,University of Toronto,CA,03dbr7087
W4417524880,10.1371/journal.pone.0338493,2025,middle,Claudia Damiano,0000-0003-0574-3068,University of Toronto,CA,03dbr7087
W4417524880,10.1371/journal.pone.0338493,2025,middle,Paul Gauvreau,0000-0003-2868-9041,University of Toronto,CA,03dbr7087
W4417524880,10.1371/journal.pone.0338493,2025,last,Dirk B. Walther,0000-0001-8585-9858,University of Toronto,CA,03dbr7087
W7103902066,10.5281/zenodo.17514159,2024,first,"Granwald, Tobias",0009-0002-0208-6891,Karolinska Institutet,SE,056d84691
W7103902066,10.5281/zenodo.17514159,2024,middle,"Triolo, Federico",0000-0002-8732-0036,,,
W7103902066,10.5281/zenodo.17514159,2024,middle,"Lengyel, Máté",0000-0001-7266-0049,Central European University; University of Cambridge,AT; GB,02zx40v98; 013meh722
W7103902066,10.5281/zenodo.17514159,2024,middle,"Dayan, Peter",0000-0003-3476-1839,Max Planck Institute for Biological Cybernetics,DE,026nmvv73
W7103902066,10.5281/zenodo.17514159,2024,last,"Guitart Masip, Marc",0000-0002-2294-6492,Karolinska Institutet,SE,056d84691
W7103902152,10.5281/zenodo.17514160,2024,first,"Granwald, Tobias",0009-0002-0208-6891,Karolinska Institutet,SE,056d84691
W7103902152,10.5281/zenodo.17514160,2024,middle,"Triolo, Federico",0000-0002-8732-0036,,,
W7103902152,10.5281/zenodo.17514160,2024,middle,"Lengyel, Máté",0000-0001-7266-0049,Central European University; University of Cambridge,AT; GB,02zx40v98; 013meh722
W7103902152,10.5281/zenodo.17514160,2024,middle,"Dayan, Peter",0000-0003-3476-1839,Max Planck Institute for Biological Cybernetics,DE,026nmvv73
W7103902152,10.5281/zenodo.17514160,2024,last,"Guitart Masip, Marc",0000-0002-2294-6492,Karolinska Institutet,SE,056d84691
W7103979522,10.5281/zenodo.17527078,2025,first,"Leeuw, Joshua R.",0000-0003-4815-2364,,,
W7103979522,10.5281/zenodo.17527078,2025,middle,"Gilbert, Rebecca A.",0000-0003-4574-7792,,,
W7103979522,10.5281/zenodo.17527078,2025,last,"Luchterhandt, Björn",0000-0002-9225-2787,,,
W7104374181,10.17169/refubium-49950,2025,first,"Schiekiera, Louis",,,,
W7104374181,10.17169/refubium-49950,2025,middle,"Eichel, Kristina",,,,
